10.07.2023 06:04:26.849;Datenbank.vi;DB;EXEC dbo.procMasterSyncMDW --Successfully executed! [0.311 s]
10.07.2023 06:04:26.894;FW_DB_Clear_TMeasurementFactNumber_ExternalControl.vi;DB;EXEC dbo.Clear_TMeasurementFactNumber_ExternalControl --Successfully executed! [0.003 s]
10.07.2023 06:04:26.905;Datenbank.vi;Q 'DB';End: "DB_SyncMDW" [0.407 s] 
10.07.2023 06:04:26.915;Datenbank.vi;Q 'DB';Start: "DB_SyncTArticle"
10.07.2023 06:04:26.936;StateMachine_dynload.vi;SM;Idle
10.07.2023 06:04:26.946;StateMachine_dynload.vi;Q 'SM';Start: "Timeout"
10.07.2023 06:04:26.971;1WireControl.vi;Q 'HW';Start: "1Wire_Read_Full_Answer"
10.07.2023 06:04:28.114;Datenbank.vi;DB;EXEC dbo.procSyncTArticle --Successfully executed! [0.206 s]
10.07.2023 06:04:28.126;Datenbank.vi;Q 'DB';End: "DB_SyncTArticle" [1.211 s] 
10.07.2023 06:04:28.126;DB_GetHardware.vi;DB;EXEC dbo.Get_Hardware 'USB-6501' --Successfully executed! [3771806668.127 s]
10.07.2023 06:04:28.198;DB_GetHardware.vi;DB;EXEC dbo.Get_Hardware 'PCIe-6321' --Successfully executed! [0.003 s]
10.07.2023 06:04:28.215;DB_GetHardware.vi;DB;EXEC dbo.Get_Hardware 'PCIe-6351' --Successfully executed! [0.003 s]
10.07.2023 06:04:28.234;DB_GetHardware.vi;DB;EXEC dbo.Get_Hardware 'PCI-6221' --Successfully executed! [0.002 s]
10.07.2023 06:04:29.509;DB_Calibration.vi;DB;EXEC dbo.Get_KalibrationSigns '414478-2DE85504220000CD' --Successfully executed! [0.033 s]
10.07.2023 06:04:29.566;DB_Calibration.vi;DB;EXEC dbo.Get_KalibrationSigns '414479-2DBAC19B20000011' --Successfully executed! [0.016 s]
10.07.2023 06:04:29.621;DB_Calibration.vi;DB;EXEC dbo.Get_KalibrationSigns '414487-2DFAA6EB24000012' --Successfully executed! [0.015 s]
10.07.2023 06:04:29.672;DB_Calibration.vi;DB;EXEC dbo.Get_KalibrationSigns '341844-2DA5C1AE00000033' --Successfully executed! [0.010 s]
10.07.2023 06:04:29.728;DB_Calibration.vi;DB;EXEC dbo.Get_KalibrationSigns '407005-1D00642' --Successfully executed! [0.015 s]
10.07.2023 06:04:29.784;DB_Calibration.vi;DB;EXEC dbo.Get_KalibrationSigns '520870-1CDFD7A' --Successfully executed! [0.015 s]
10.07.2023 06:04:29.840;DB_Calibration.vi;DB;EXEC dbo.Get_KalibrationSigns '520869-1CE5690' --Successfully executed! [0.015 s]
10.07.2023 06:04:29.893;DB_Calibration.vi;DB;EXEC dbo.Get_KalibrationSigns '368826-1B2B661' --Successfully executed! [0.012 s]
10.07.2023 06:04:29.938;FW_DB_UpdateAdaptersWithClassification.vi;DB;EXEC dbo.FW_Get_ProdResClass_Classification '427300' --Successfully executed! [0.004 s]
10.07.2023 06:04:29.950;FW_DB_UpdateAdaptersWithClassification.vi;DB;EXEC dbo.FW_Get_ProdResClass_Classification '414480' --Successfully executed! [0.001 s]
10.07.2023 06:04:29.960;FW_DB_UpdateAdaptersWithClassification.vi;DB;EXEC dbo.FW_Get_ProdResClass_Classification '340353' --Successfully executed! [0.000 s]
10.07.2023 06:04:30.006;1WireControl.vi;Q 'HW';End: "1Wire_Read_Full_Answer" [3.035 s] 
10.07.2023 06:04:30.007;StateMachine_dynload.vi;Q 'SM';End: "Timeout" [3.061 s] 
10.07.2023 14:59:08.896;StateMachine_dynload.vi;SM;Idle
10.07.2023 14:59:08.909;StateMachine_dynload.vi;Q 'SM';Start: "E_AuftragLaden"
10.07.2023 14:59:11.918;FW_DB_R_ProdResInstPA.vi;DB;EXEC dbo.FW_Get_ProdResInst_PA '325557-303' --Successfully executed! [0.001 s]
10.07.2023 14:59:13.035;DB_CheckTifsProdOrder.vi;DB;EXEC dbo.FW_CheckProdOrderTifs '5604672','*','*' --Successfully executed! [0.073 s]
10.07.2023 14:59:13.300;DB_CheckArticleDefined.vi;DB;EXEC dbo.Get_ProdOrderTestNameArticleInfo '5604672','*','*' --Successfully executed! [0.254 s]
10.07.2023 14:59:13.318;FW_Utility_Get_PA_WS.vi;DB;EXEC dbo.FW_Get_PA_WS_Adapter '5604672', '*', '*', '', '325557-303' --Successfully executed! [0.007 s]
10.07.2023 14:59:15.791;Datenbank.vi;Q 'DB';Start: "DB_AuftragsNr"
10.07.2023 14:59:15.791;StateMachine_dynload.vi;Q 'SM';End: "E_AuftragLaden" [6.882 s] 
10.07.2023 14:59:15.814;StateMachine_dynload.vi;SM;NewOrder
10.07.2023 14:59:15.866;FW_DB_R_RequiredTestInformation.vi;DB;EXEC dbo.FW_Get_RequiredTestInformation 'PA_Drive.dll', '1004', '5604672', '*', '*', '', '' --Successfully executed! [0.064 s]
10.07.2023 14:59:15.934;FW_DB_R_ArticleOrder.vi;DB;EXEC dbo.FW_Get_ArticleOrder '5604672','*','*', 0 --Successfully executed! [0.057 s]
10.07.2023 14:59:15.948;FW_DB_R_1WireOperation.vi;DB;EXEC dbo.FW_Get_1WireOperation 'PA_Drive.dll', '1004' --Successfully executed! [0.003 s]
10.07.2023 14:59:15.959;Datenbank.vi;Q 'DB';End: "DB_AuftragsNr" [0.168 s] 
10.07.2023 14:59:15.963;FW_DB_R_TProdResInstSignLocal_Approbated.vi;DB;EXEC dbo.FW_Update_TProdResInstSignLocal_ProdResInst --Successfully executed! [0.004 s]
10.07.2023 14:59:15.970;Datenbank.vi;Q 'DB';Start: "DB_UpdateArticleSigns"
10.07.2023 14:59:16.122;DB_UpdateArticleSignsArticle.vi;DB;EXEC dbo.procSyncTArticle_SelectedArticle '118383' --Successfully executed! [0.084 s]
10.07.2023 14:59:16.213;Datenbank.vi;Q 'DB';End: "DB_UpdateArticleSigns" [0.243 s] 
10.07.2023 14:59:16.252;DB_CheckArticle.vi;DB;EXEC dbo.FW_CheckArticle '118383' --Successfully executed! [0.039 s]
10.07.2023 14:59:16.269;FW_SVN_Utility_Check_PA.vi;DB;EXEC dbo.FW_Get_ProdResInst_PA_SVN '' --Successfully executed! [0.005 s]
10.07.2023 14:59:16.280;FW_SVN_Utility_Check_PA.vi;DB;EXEC dbo.FW_Get_TTestNameLocal --Successfully executed! [0.001 s]
10.07.2023 14:59:16.305;FW_DB_R_TestNameID_StatusId.vi;DB;EXEC dbo.FW_Get_TestNameApproved_StatusId 'PA_Drive.dll', '1004', 'V1.70' --Successfully executed! [0.015 s]
10.07.2023 14:59:16.315;Datenbank.vi;Q 'DB';Start: "DB_Read_TS_Conditions"
10.07.2023 14:59:16.580;DB_Get_TS_Conditions.vi;DB;EXEC dbo.FW_GetTSConditions 'PA_Drive.dll', '1004', '325557-303' --Successfully executed! [0.255 s]
10.07.2023 14:59:16.590;Datenbank.vi;Q 'DB';End: "DB_Read_TS_Conditions" [0.275 s] 
10.07.2023 14:59:16.590;PrüfablaufAusführen_Dll.vi;Q 'SM';Start RunModus: "GetInfo"
10.07.2023 14:59:16.689;DB_Select_TestSchritte.vi;DB;EXEC FW_Select_Testschritte'PA_Drive.dll', '1004' --Successfully executed! [0.049 s]
10.07.2023 14:59:16.704;DLLAusfuehren.vi;I; Start: GetInfo
10.07.2023 14:59:16.811;DLLAusfuehren.vi;I;GetInfo: TS_AutoCal_DAQ.dll [0.097 s] 
10.07.2023 14:59:16.910;DLLAusfuehren.vi;I;GetInfo: TS_Init_PS.dll [0.089 s] 
10.07.2023 14:59:17.453;DLLAusfuehren.vi;I;GetInfo: TS_Init_MPA.dll [0.532 s] 
10.07.2023 14:59:17.777;DLLAusfuehren.vi;I;GetInfo: TS_AutoCal_DHS_Sig.dll [0.314 s] 
10.07.2023 14:59:17.876;DLLAusfuehren.vi;I;GetInfo: TS_Auto_Contact.dll [0.088 s] 
10.07.2023 14:59:17.952;DLLAusfuehren.vi;I;GetInfo: TS_Init_Time.dll [0.066 s] 
10.07.2023 14:59:18.822;DLLAusfuehren.vi;I;GetInfo: TS_Mot_Noload_Data.dll [0.859 s] 
10.07.2023 14:59:19.471;DLLAusfuehren.vi;I;GetInfo: TS_ChangeDir.dll [0.638 s] 
10.07.2023 14:59:19.483;DLLAusfuehren.vi;I;GetInfo: TS_Mot_Noload_Data.dll [0.001 s] 
10.07.2023 14:59:20.479;DLLAusfuehren.vi;I;GetInfo: TS_Mot_Commutation.dll [0.986 s] 
10.07.2023 14:59:20.582;DLLAusfuehren.vi;I;GetInfo: TS_Close_PS.dll [0.093 s] 
10.07.2023 14:59:20.882;DLLAusfuehren.vi;I;GetInfo: TS_Close_MPA.dll [0.289 s] 
10.07.2023 14:59:20.894;DLLAusfuehren.vi;I;GetInfo: TS_Auto_Contact.dll [0.001 s] 
10.07.2023 14:59:20.906;DLLAusfuehren.vi;I;End: "GetInfo" [4.202 s] 
10.07.2023 14:59:20.915;PrüfablaufAusführen_Dll.vi;Q 'SM';End RunModus: "GetInfo" [4.326 s] 
10.07.2023 14:59:20.916;Datenbank.vi;Q 'DB';Start: "DB_ReadParameter"
10.07.2023 14:59:21.267;FW_DB_R_Parameter.vi;DB;EXEC dbo.FW_SpecificSigns '118383', '5604672/*/*', 'PA_Drive.dll', '1004', '325557-303' --Successfully executed! [0.334 s]
10.07.2023 14:59:21.321;FW_DB_R_Parameter.vi;DB;EXEC dbo.FW_GetTSConditions 'PA_Drive.dll', '1004', '325557-303' --Successfully executed! [0.011 s]
10.07.2023 14:59:21.337;FW_DB_R_ArtikelTestNameWSAdapters_Artis.vi;DB;EXEC FW_GetAdapter_PA_WS '5604672', '*', '*', '118383', 'PA_Drive.dll', '1004' --Successfully executed! [0.006 s]
10.07.2023 14:59:21.357;FW_DB_R_FW_Get_RequiredTools.vi;DB;EXEC dbo.FW_Get_RequiredToolsCount 'PA_Drive.dll','1004' --Successfully executed! [0.010 s]
10.07.2023 14:59:21.367;Datenbank.vi;Q 'DB';End: "DB_ReadParameter" [0.451 s] 
10.07.2023 14:59:21.367;1WireControl.vi;Q 'HW';Start: "1Wire_Read_Full_Answer"
10.07.2023 14:59:22.351;DB_Calibration.vi;DB;EXEC dbo.Get_KalibrationSigns '414478-2DE85504220000CD' --Successfully executed! [0.016 s]
10.07.2023 14:59:22.406;DB_Calibration.vi;DB;EXEC dbo.Get_KalibrationSigns '414479-2DBAC19B20000011' --Successfully executed! [0.015 s]
10.07.2023 14:59:22.461;DB_Calibration.vi;DB;EXEC dbo.Get_KalibrationSigns '414487-2DFAA6EB24000012' --Successfully executed! [0.015 s]
10.07.2023 14:59:22.510;DB_Calibration.vi;DB;EXEC dbo.Get_KalibrationSigns '341844-2DA5C1AE00000033' --Successfully executed! [0.009 s]
10.07.2023 14:59:22.565;DB_Calibration.vi;DB;EXEC dbo.Get_KalibrationSigns '407005-1D00642' --Successfully executed! [0.014 s]
10.07.2023 14:59:22.620;DB_Calibration.vi;DB;EXEC dbo.Get_KalibrationSigns '520870-1CDFD7A' --Successfully executed! [0.014 s]
10.07.2023 14:59:22.674;DB_Calibration.vi;DB;EXEC dbo.Get_KalibrationSigns '520869-1CE5690' --Successfully executed! [0.014 s]
10.07.2023 14:59:22.725;DB_Calibration.vi;DB;EXEC dbo.Get_KalibrationSigns '368826-1B2B661' --Successfully executed! [0.011 s]
10.07.2023 14:59:22.766;FW_DB_UpdateAdaptersWithClassification.vi;DB;EXEC dbo.FW_Get_ProdResClass_Classification '427300' --Successfully executed! [0.001 s]
10.07.2023 14:59:22.777;FW_DB_UpdateAdaptersWithClassification.vi;DB;EXEC dbo.FW_Get_ProdResClass_Classification '535210' --Successfully executed! [0.002 s]
10.07.2023 14:59:22.787;FW_DB_UpdateAdaptersWithClassification.vi;DB;EXEC dbo.FW_Get_ProdResClass_Classification '414480' --Successfully executed! [0.001 s]
10.07.2023 14:59:22.797;FW_DB_UpdateAdaptersWithClassification.vi;DB;EXEC dbo.FW_Get_ProdResClass_Classification '340353' --Successfully executed! [0.000 s]
10.07.2023 14:59:22.847;1WireControl.vi;Q 'HW';End: "1Wire_Read_Full_Answer" [1.480 s] 
10.07.2023 14:59:22.877;KeyboxProzess_update.vi;Q'->Keybox';KB_AuftragOK
10.07.2023 14:59:22.888;KeyboxProzess_update.vi;I;C:\Local_Files_Framework\DllDrivers\KeyBox_2015_Q.dll
10.07.2023 14:59:22.901;FW_DB_R_ArticleProcessManagement.vi;DB;EXEC FW_ProcessManagement_Article '118383' --Successfully executed! [0.023 s]
10.07.2023 14:59:22.965;FW_DB_R_SerialNumberManagementAndFormat.vi;DB;EXEC FW_SNFormat_Article '118383' --Successfully executed! [0.022 s]
10.07.2023 14:59:23.013;FW_DB_RW_SequenceControlNumber.vi;DB;EXEC dbo.FW_SequenceControlNumber '325557-303','PA_Drive.dll','1004','5604672/*/*','1' --Successfully executed! [0.006 s]
10.07.2023 14:59:23.049;GetLanguageFiles.vi;DB;EXEC dbo.GET_Language_MessageFiles 'Testschritt' --Successfully executed! [0.025 s]
10.07.2023 14:59:23.094;GetLanguageFiles.vi;DB;EXEC dbo.GET_ERROR_MessageFiles --Successfully executed! [0.033 s]
10.07.2023 14:59:23.122;GetLanguageFiles.vi;DB;EXEC dbo.GET_Language_MessageFiles 'LVFramework' --Successfully executed! [0.016 s]
10.07.2023 14:59:23.161;GetLanguageFiles.vi;DB;EXEC dbo.GET_Language_MessageFiles 'Testschritt' --Successfully executed! [0.023 s]
10.07.2023 14:59:23.207;GetLanguageFiles.vi;DB;EXEC dbo.GET_ERROR_MessageFiles --Successfully executed! [0.033 s]
10.07.2023 14:59:23.234;GetLanguageFiles.vi;DB;EXEC dbo.GET_Language_MessageFiles 'LVFramework' --Successfully executed! [0.016 s]
10.07.2023 14:59:23.276;GetLanguageFiles.vi;DB;EXEC dbo.GET_Language_MessageFiles 'Testschritt' --Successfully executed! [0.023 s]
10.07.2023 14:59:23.322;GetLanguageFiles.vi;DB;EXEC dbo.GET_ERROR_MessageFiles --Successfully executed! [0.034 s]
10.07.2023 14:59:23.350;GetLanguageFiles.vi;DB;EXEC dbo.GET_Language_MessageFiles 'LVFramework' --Successfully executed! [0.016 s]
10.07.2023 14:59:23.394;GetLanguageFiles.vi;DB;EXEC dbo.GET_Language_MessageFiles 'Testschritt' --Successfully executed! [0.024 s]
10.07.2023 14:59:23.444;GetLanguageFiles.vi;DB;EXEC dbo.GET_ERROR_MessageFiles --Successfully executed! [0.038 s]
10.07.2023 14:59:23.471;GetLanguageFiles.vi;DB;EXEC dbo.GET_Language_MessageFiles 'LVFramework' --Successfully executed! [0.015 s]
10.07.2023 14:59:23.522;GetLanguageFiles.vi;DB;EXEC dbo.GET_Language_MessageFiles 'Testschritt' --Successfully executed! [0.024 s]
10.07.2023 14:59:23.568;GetLanguageFiles.vi;DB;EXEC dbo.GET_ERROR_MessageFiles --Successfully executed! [0.033 s]
10.07.2023 14:59:23.596;GetLanguageFiles.vi;DB;EXEC dbo.GET_Language_MessageFiles 'LVFramework' --Successfully executed! [0.016 s]
10.07.2023 14:59:23.617;FW_Sprache_SetLanguage_DLL.vi;I;Setze Sprache DLL  [0.593 s]
10.07.2023 14:59:23.730;StateMachine_dynload.vi;SM;OrderLoaded
10.07.2023 15:02:25.448;StateMachine_dynload.vi;Q 'SM';Start: "E_StartTest"
10.07.2023 15:02:25.544;PrüfablaufAusführen_Dll.vi;Q 'SM';Start RunModus: "FirstCall"
10.07.2023 15:02:25.545;StateMachine_dynload.vi;Q 'SM';End: "E_StartTest" [0.097 s] 
10.07.2023 15:02:25.557;DLLAusfuehren.vi;I; Start: FirstCall
10.07.2023 15:02:25.576;StateMachine_dynload.vi;SM;FirstCallFinished
10.07.2023 15:02:25.596;DLLAusfuehren.vi;I;FirstCall: TS_AutoCal_DAQ.dll [0.010 s] 
10.07.2023 15:02:25.619;DLLAusfuehren.vi;I;FirstCall: TS_Init_PS.dll [0.012 s] 
10.07.2023 15:02:25.800;DLLAusfuehren.vi;I;FirstCall: TS_Init_MPA.dll [0.169 s] 
10.07.2023 15:02:25.860;DLLAusfuehren.vi;I;FirstCall: TS_AutoCal_DHS_Sig.dll [0.048 s] 
10.07.2023 15:02:25.893;DLLAusfuehren.vi;I;FirstCall: TS_Auto_Contact.dll [0.022 s] 
10.07.2023 15:02:25.915;DLLAusfuehren.vi;I;FirstCall: TS_Init_Time.dll [0.009 s] 
10.07.2023 15:02:26.066;DLLAusfuehren.vi;I;FirstCall: TS_Mot_Noload_Data.dll [0.139 s] 
10.07.2023 15:02:26.112;DLLAusfuehren.vi;I;FirstCall: TS_ChangeDir.dll [0.035 s] 
10.07.2023 15:02:26.255;DLLAusfuehren.vi;I;FirstCall: TS_Mot_Noload_Data.dll [0.131 s] 
10.07.2023 15:02:26.334;DLLAusfuehren.vi;I;FirstCall: TS_Mot_Commutation.dll [0.067 s] 
10.07.2023 15:02:26.358;DLLAusfuehren.vi;I;FirstCall: TS_Close_PS.dll [0.012 s] 
10.07.2023 15:02:26.455;DLLAusfuehren.vi;I;FirstCall: TS_Close_MPA.dll [0.085 s] 
10.07.2023 15:02:26.477;DLLAusfuehren.vi;I;FirstCall: TS_Auto_Contact.dll [0.011 s] 
10.07.2023 15:02:26.490;DLLAusfuehren.vi;I;End: "FirstCall" [0.933 s] 
10.07.2023 15:02:26.533;PrüfablaufAusführen_Dll.vi;Q 'SM';End RunModus: "FirstCall" [0.989 s] 
10.07.2023 15:02:26.533;StateMachine_dynload.vi;SM;StartTest
10.07.2023 15:02:26.598;FW_DB_Clear_TMeasurementFactNumber_ExternalControl.vi;DB;EXEC dbo.Clear_TMeasurementFactNumber_ExternalControl --Successfully executed! [0.002 s]
10.07.2023 15:02:26.614;FW_DB_RW_SequenceControlNumber.vi;DB;EXEC dbo.FW_SequenceControlNumber '325557-303','PA_Drive.dll','1004','5604672/*/*','2' --Successfully executed! [0.005 s]
10.07.2023 15:02:26.624;StateMachine_dynload.vi;I;Serialnumber/GUID: 118383-0001
10.07.2023 15:02:26.634;PrüfablaufAusführen_Dll.vi;Q 'SM';Start RunModus: "Main"
10.07.2023 15:02:26.646;DLLAusfuehren.vi;I; Start: Limit_Check
10.07.2023 15:02:33.517;DLLAusfuehren.vi;I;Limit_Check: TS_AutoCal_DAQ.dll [6.860 s] 
10.07.2023 15:02:33.562;DLLAusfuehren.vi;I;Limit_Check: TS_Init_PS.dll [0.034 s] 
10.07.2023 15:02:33.929;DLLAusfuehren.vi;I;Limit_Check: TS_Init_MPA.dll [0.355 s] 
10.07.2023 15:02:34.005;DLLAusfuehren.vi;I;Limit_Check: TS_AutoCal_DHS_Sig.dll [0.064 s] 
10.07.2023 15:02:34.037;DLLAusfuehren.vi;I;Limit_Check: TS_Auto_Contact.dll [0.020 s] 
10.07.2023 15:02:34.067;DLLAusfuehren.vi;I;Limit_Check: TS_Init_Time.dll [0.019 s] 
10.07.2023 15:02:36.014;DLLAusfuehren.vi;I;Limit_Check: TS_Mot_Noload_Data.dll [1.934 s] 
10.07.2023 15:02:36.044;DLLAusfuehren.vi;I;Limit_Check: TS_ChangeDir.dll [0.020 s] 
10.07.2023 15:02:36.127;DLLAusfuehren.vi;I;Limit_Check: TS_Mot_Noload_Data.dll [0.072 s] 
10.07.2023 15:02:37.111;DLLAusfuehren.vi;I;Limit_Check: TS_Mot_Commutation.dll [0.974 s] 
10.07.2023 15:02:37.175;DLLAusfuehren.vi;I;Limit_Check: TS_Close_PS.dll [0.054 s] 
10.07.2023 15:02:37.418;DLLAusfuehren.vi;I;Limit_Check: TS_Close_MPA.dll [0.232 s] 
10.07.2023 15:02:37.448;DLLAusfuehren.vi;I;Limit_Check: TS_Auto_Contact.dll [0.020 s] 
10.07.2023 15:02:37.460;DLLAusfuehren.vi;I;End: "Limit_Check" [10.814 s] 
10.07.2023 15:02:37.471;PrüfablaufAusführen_Dll.vi;Q 'SM';End RunModus: "Main" [10.837 s] 
10.07.2023 15:02:37.471;StateMachine_dynload.vi;SM;TestRunning
10.07.2023 15:02:37.492;StateMachine_dynload.vi;Q 'SM';Start: "MainFinished"
10.07.2023 15:02:37.503;FW_Utility_Array_Insert_TS_Execution.vi;DB;EXEC dbo.FW_Get_TTestNameLocal --Successfully executed! [0.001 s]
10.07.2023 15:02:37.537;Datenbank.vi;Q 'DB';Start: "DB_SaveResult"
10.07.2023 15:02:37.554;FW_DB_RW_SequenceControlNumber_VirtualCounter.vi;DB;EXEC dbo.FW_SequenceControlNumber_VirtualCounter 'PA_Drive.dll','1004','5604672/*/*','118383','passed','1' --Successfully executed! [0.005 s]
10.07.2023 15:02:37.569;FW_DB_RW_SequenceControlNumber.vi;DB;EXEC dbo.FW_SequenceControlNumber '325557-303','PA_Drive.dll','1004','5604672/*/*','3' --Successfully executed! [0.004 s]
10.07.2023 15:02:37.588;FW_DB_Utility_PrepareAndSaveResult_MDW.vi;DB;EXEC dbo.SaveResult_FactNumber '118383','5604672','1776','*','*','1004','325557','325557-303','118383-0001','Cw_MotVoltage<V>','3.184','3.201','3.216','passed','TS_Mot_Noload_Data','passed-000001' --Successfully executed! [0.008 s]
10.07.2023 15:02:37.601;FW_DB_Utility_PrepareAndSaveResult_MDW.vi;DB;EXEC dbo.SaveResult_FactNumber '118383','5604672','1776','*','*','1004','325557','325557-303','118383-0001','Cw_MotSpeed<rpm>','9955.5','10938','12168','passed','TS_Mot_Noload_Data','passed-000001' --Successfully executed! [0.004 s]
10.07.2023 15:02:37.614;FW_DB_Utility_PrepareAndSaveResult_MDW.vi;DB;EXEC dbo.SaveResult_FactNumber '118383','5604672','1776','*','*','1004','325557','325557-303','118383-0001','Cw_MotCurrent<mA>','1.758','11.756','17.583','passed','TS_Mot_Noload_Data','passed-000001' --Successfully executed! [0.004 s]
10.07.2023 15:02:37.627;FW_DB_Utility_PrepareAndSaveResult_MDW.vi;DB;EXEC dbo.SaveResult_FactNumber '118383','5604672','1776','*','*','1004','325557','325557-303','118383-0001','Cw_MotTorqueConst<mNmPerA>','2.4284','2.7121','2.9384','not checked','TS_Mot_Noload_Data','passed-000001' --Successfully executed! [0.004 s]
10.07.2023 15:02:37.641;FW_DB_Utility_PrepareAndSaveResult_MDW.vi;DB;EXEC dbo.SaveResult_FactNumber '118383','5604672','1776','*','*','1004','325557','325557-303','118383-0001','Cw_UniformSpeedCheck<>','IO','IO','IO','passed','TS_Mot_Noload_Data','passed-000001' --Successfully executed! [0.005 s]
